7000 8492369
6309032022903036752160263892057737323633240830584204258110487327347656768300329619665513772687077 226182919285120938016032846937486885613739296445608091714484275119510971923115821658959795226324
6843337066271433536465221851060997360770439923294349849360014931606978162904048296251409925260311 4622503170598757001164123113313698254753528107214324773965979469947389670328160373160433475806563
7351794292642016964830041425240592179953310182850253663318137000665487445210996663877770306887032 701099491634520394055993871298213032639989165429655616680885263331563432746293188721914880492942
7776325160679120198743347733926851676827801532146211050804729131264525035595350542399751588741116 2213938061074246820481494036708095070428031826980510722390199269782631231233850516404119605248887
9197093688544498949897615673664680496222654196555114009747337142465017791542634504716469724649713 2010842260288947546747300496687178853696943450564069010720917487853263085913810747732305234343849
7756702794986883093726426628388428088666021761781494313984222593256939752325760804386125619661234 3927507455525670278009290105988513377207622849778257531295611261493729307400681964503030143207364
5316624256968113985299906086300917658539393833606424500810359242885407995526588318657457903652413 1862067007304520261309725678106345186260504934223653572521686593590569123536498249350681935187866
5815566377269054786094712398441146746900978661086082596656149431287028474062089982635231386672049 290331383791251208239912383381300708471162502798028530944240730489977850562750294273306628050936
6501435979472059365101243498247363967747637617881145718308633578862250344854065390565172445728483 2436495214261738917885962901548352824731510844841385651653607546936264215937360014044815188753312
7690839347575689874441769994989169983924938578741585907719734888811000407883119132968250503127149 4015810729719853478537468076732942585442126375896493464572304058410264849921535048594702873802763
5305777939450055818073438894453712130483574417824425743990563336863258818015870669745289791302973 3066502839946502890301312969735794900708595055345057049419485539132369454758762401859309754692254
6699712648553224978771106811277825896027577753464448412410922500431598023570469933377638862427405 748658870756180438376996469832908167878324225953069976287529000178586150562354585966367989135562
6809990450902902388347781943253172192517820175742541938527378200010971656865166514722249566497149 4651544635916510191496045558967806300618073758167121224765781047436804542384164935872614463369107
6596277658790616305845834443799689064812016220033128138072545712964326276332028293510585315667818 3693637124652199392551693097399045804414275029823046954529475200115866071079002752528083601924544
5574533047331241110232598053374811175294357443296719541995679411196235932827706252601404762021839 2723146965569154134962821695889027756855887431710642545021293552620188969997106090693901397474538
6650998855643862005338393316527170232113395650678255493272454731518639599066100378862838000848474 1724792895700235965970591989115768190796939206752990566445284671735240898834298038966365415956807
10095243145077581173894676631498598141975336961482128268168963539034848557426578831185034549818348 2060840874907690865103788344005927666000937968137170953380679065722648682951173557457960684564740
9318725479276919586157741656741375601135344042296053097881426567498757353768405864587759279951321 1138868294575972089958918485331068652806035570241678759866291276160708206585548468357591824270673
9807923419293202389219772726309195880702390659503265657339005177919769487914841747984145348381393 3906781945561256839882647981803281584437876437676913399347344833718243763235065601622921869403952
8258715142882622592969357439546808401573603799001899924534079290131364344464137233845282589301928 3761236050709566806897596026436261040650318701580050054100033830815930679328428514165993094174187
7995926595454763241305496243425371756375240545861409342456766213739507894345560232864910320198537 3816959353940534882559143942276143591467447496812584308505517314285281804958317953402705153121846
7484105743084981069987326559740915217453523896846232743519190092270759297466053655812423105617889 2479925642921238388086129868187910160025646542926804815595904136339256505181690238624736871779895
7298720143069312773203114652731162764527814538685408809408833322317772783175192395974454378103762 2326671717428597729231165493164408335350411124763526098057147505203020445352112868239425642023954
6516358464730088763705306214436121250435600247272265031142658637086418893537252653685787130873152 3875684966563658415334262584597753956410146651204896992302183458554993265453691609741418579182401
5287698385843202224691995069390491292432876576498321774773430432474172237180695302796273142847113 4128171192656986268698417860014095016806475906954751941265009445498859147681709306103809955619080
5990793376415833805000032151228250119858529576052914435951532332800021907462389948690566415039112 1300216752100250615441136471301198787286556740673317357594853794469168129064421823114257980107530
6857755074664299265473000323129964263916135336860129591420826734238319987718548539566687671363075 4528891281410241667252701703990191441740368347288885090624060090835759246393199770612840643919301
9831783148272369670614332726612947413380882598619879969618963313151125542295963208729979585366443 1867568760712363334828977321826344243310195049668992400463972389955320145118778124522681395773372
8892940982463366921050102646799405791348976945401075481594525523650331489105680529102719929661478 2019643772931965838489773362796873341235064753425031681264782964307951111865465597724909654095649
